filename,work_title,creator_name,creator_type,creator_url,source_name,license_name,license_url,credit_basis,modifications,verified_on,notes
spicespoons-03.jpg,,,,,Anantara,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
salonchocolat-01.jpg,,,,,Salon du Chocolat Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
salonchocolat-02.jpg,,,,,Salon du Chocolat Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
salonchocolat-03.jpg,,,,,Salon du Chocolat Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
dimsum-01.jpg,,Mikhail Nilov,person,,Pexels,Pexels License,https://www.pexels.com/license/,stock_license,Resized for web display and shown with responsive cropping.,2026-08-13,Creator and current Pexels license recorded for voluntary attribution.
dimsum-02.jpg,,Jonas F,person,,Pexels,Pexels License,https://www.pexels.com/license/,stock_license,Resized for web display and shown with responsive cropping.,2026-08-13,Creator and current Pexels license recorded for voluntary attribution.
mtnextreme-01.jpg,,,,,Mountain Extreme,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
mtnextreme-02.jpg,,,,,Mountain Extreme,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
mtnextreme-03.jpg,,,,,Mountain Extreme,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
mtnextreme-04.jpg,,,,,Mountain Extreme,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
boulderzone-01.jpg,,,,,Boulder Zone,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
boulderzone-02.jpg,,,,,Boulder Zone,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
boulderzone-03.jpg,,,,,Boulder Zone,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
rockrepublic-01.jpg,,,,,Rock Republic Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
rockrepublic-02.jpg,,,,,Rock Republic Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
goclimb-01.jpg,,,,,GoClimb,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
goclimb-02.jpg,,,,,GoClimb,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
goclimb-03.jpg,,,,,GoClimb,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
kitesurf-01.jpg,,,,,Kitesurf School Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
kitesurf-02.jpg,,,,,Kitesurf School Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
efoil-01.jpg,,,,,Dubai eFoil,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
efoil-02.jpg,,,,,Dubai eFoil,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
efoil-03.jpg,,,,,Dubai eFoil,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
smartgate-01.jpg,,,,,Smart Gate Institute,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
smartgate-02.jpg,,,,,Smart Gate Institute,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jamesalex-01.jpg,,,,,Salsa Vida,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jamesalex-02.jpg,,,,,Salsa Vida,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
palais-01.jpg,,,,,Palais de Danse,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
palais-02.jpg,,,,,Palais de Danse,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
gpp-01.jpg,,,,,Gulf Photo Plus,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
gpp-02.jpg,,,,,Gulf Photo Plus,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
gpp-03.jpg,,,,,Gulf Photo Plus,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
wakeboard-01.jpg,,,,,SeaWake,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
wakeboard-02.jpg,,,,,Wake Surf Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
wakeboard-03.jpg,,,,,Wake Surf Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
skydive-01.jpg,,,,,Skydive Dubai,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
skydive-02.jpg,,,,,Skydive Dubai,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
skydive-03.jpg,,,,,Skydive Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
xline-01.jpg,,,,,XDubai,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
xline-02.jpg,,,,,XDubai,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
xline-03.jpg,,,,,XDubai,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jaisflight-01.jpg,,,,,Visit Ras Al Khaimah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jaisflight-02.jpg,,,,,Visit Ras Al Khaimah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jaisflight-03.jpg,,,,,Visit Ras Al Khaimah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jaisflight-04.jpg,,,,,Jebel Jais,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
viaferrata-01.jpg,,,,,Visit Ras Al Khaimah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
viaferrata-02.jpg,,,,,Visit Ras Al Khaimah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
viaferrata-03.jpg,,,,,Visit Ras Al Khaimah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
waterkarting-01.jpg,,,,,Monster Experience,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
waterkarting-02.jpg,,,,,Monster Experience,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
ifly-01.jpg,,,,,iFly Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
ifly-02.jpg,,,,,iFly Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
ifly-03.jpg,,,,,iFly Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
clymb-01.jpg,,,,,CLYMB Abu Dhabi,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
clymb-02.jpg,,,,,CLYMB Abu Dhabi,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
clymb-03.jpg,,,,,CLYMB Abu Dhabi,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
clymb-04.jpg,,,,,CLYMB Abu Dhabi,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jetski-01.jpg,,,,,Dubai Jet Ski,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jetski-02.jpg,,,,,Dubai Jet Ski,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
jetski-03.jpg,,,,,Dubai Jet Ski,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
flyboard-01.jpg,,,,,Dubai Jet Ski,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
flyboard-02.jpg,,,,,Dubai Jet Ski,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
flyboard-03.jpg,,,,,Dubai Jet Ski,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
parasail-01.jpg,,,,,Dubai Jet Ski,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
parasail-02.jpg,,,,,Dubai Jet Ski,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
parasail-03.jpg,,,,,Dubai Jet Ski,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
xpark-01.jpg,,,,,XDubai,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
xpark-02.jpg,,,,,XDubai,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
xpark-03.jpg,,,,,XDubai,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
aquaventure-01.jpg,Aquaventure Waterpark-Dubai UAE-Andres Larin,Saaremees,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
aquaventure-02.jpg,"Aquaventure. The Atlantis, Dubai (8973483064)","Fabio Achilli from Milano, Italy",person,https://www.flickr.com/people/63503049@N03,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
aquaventure-03.jpg,"Aquaventure. The Atlantis, Dubai (8973483200)","Fabio Achilli from Milano, Italy",person,https://www.flickr.com/people/63503049@N03,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
aquaventure-04.jpg,Atlantis Aquapark,Rokaszil,person,https://commons.wikimedia.org/wiki/User:Rokaszil,Wikimedia Commons,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
aquaventure-05.jpg,Aquaventure Beach-Dubai UAE-Andres Larin,Saaremees,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
yaswaterworld-01.jpg,,,,,Yas Waterworld,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
yaswaterworld-02.jpg,,,,,Yas Waterworld,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
yaswaterworld-03.jpg,,,,,Yas Waterworld,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
yaswaterworld-04.jpg,,,,,Yas Waterworld,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
imgworlds-01.jpg,,,,,IMG Worlds of Adventure,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
imgworlds-02.jpg,,,,,IMG Worlds of Adventure,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
imgworlds-03.jpg,IMG Worlds of Adventure,Jeremy Thompson,person,,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
imgworlds-04.jpg,,,,,IMG Worlds of Adventure,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
wildwadi-01.jpg,Wild Wadi Water Park Dubai (42447604472),Jeremy Thompson,person,,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Cropped and resized for web display.,2026-08-13,Metadata verified from the Wikimedia Commons API.
wildwadi-02.jpg,Wild Wadi Water Park Dubai (42448081332),Jeremy Thompson,person,,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
wildwadi-03.jpg,Wild Wadi Water Park Dubai (42447702462),Jeremy Thompson,person,,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
wildwadi-04.jpg,Wild Wadi Water Park Dubai (41596434885),Jeremy Thompson,person,,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
aquafun-01.jpg,,,,,AquaFun,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
aquafun-02.jpg,,,,,AquaFun,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
aquafun-03.jpg,,,,,AquaFun,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
ferrariworld-01.jpg,Ferrariworld by Flo Ness,Floness,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Cropped and resized for web display. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
ferrariworld-02.jpg,Formula Rossa roller coaster,Stdragon04,person,,Wikimedia Commons,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
ferrariworld-03.jpg,Formula rossa-ferrari world-abu dhabi-2011,Alberto-g-rovi,person,https://commons.wikimedia.org/wiki/User:Alberto-g-rovi,Wikimedia Commons,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
ferrariworld-04.jpg,Flying Aces 2,Jeremy Thompson,person,,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
motiongate-01.jpg,Entrance of motiongate Dubai,DPR 2016,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
motiongate-02.jpg,Motiongate Dubai - 41765343441,Jeremy Thompson,person,,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
motiongate-03.jpg,Motiongate Dubai - 27896613508,Jeremy Thompson,person,,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
stormcoaster-01.jpg,,Emaar Entertainment and Recreative,organization,,Intamin,,,creator_credit,Resized for web display and shown with responsive cropping.,2026-08-13,The manufacturer project page names both image credit organizations.
stormcoaster-02.jpg,,Emaar Entertainment and Recreative,organization,,Intamin,,,creator_credit,Resized for web display and shown with responsive cropping.,2026-08-13,The manufacturer project page names both image credit organizations.
stormcoaster-03.jpg,,Emaar Entertainment and Recreative,organization,,Intamin,,,creator_credit,Resized for web display and shown with responsive cropping.,2026-08-13,The manufacturer project page names both image credit organizations.
skidubai-01.jpg,,,,,Ski Dubai,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
skidubai-02.jpg,,,,,Ski Dubai,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
skidubai-03.jpg,,,,,Ski Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
seaworldad-01.jpg,,,,,SeaWorld Abu Dhabi,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
seaworldad-02.jpg,,,,,SeaWorld Abu Dhabi,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
seaworldad-03.jpg,,,,,SeaWorld Abu Dhabi,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
seaworldad-04.jpg,,,,,SeaWorld Abu Dhabi,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
seaworldad-05.jpg,,,,,SeaWorld Abu Dhabi,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
olddubai-01.jpg,Dubai Gold Souk (8668422526),Rob Young from United Kingdom,person,https://www.flickr.com/people/76562640@N00,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Cropped and resized for web display.,2026-08-13,Metadata verified from the Wikimedia Commons API.
olddubai-02.jpg,"Gold Souk, Dubai4",dconvertini,person,https://www.flickr.com/people/42477684@N08,Wikimedia Commons,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
olddubai-03.jpg,Abra @ From Deira to Bur Dubai @ Dubai Creek (15886341865),"Guilhem Vellut from Annecy, France",person,https://www.flickr.com/people/22539273@N00,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
olddubai-04.jpg,"Gold Souk, Dubai13",dconvertini,person,https://www.flickr.com/people/42477684@N08,Wikimedia Commons,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
olddubai-05.jpg,Abras in Dubai Creek!,Phil6007,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
alserkal-01.jpg,Dubai Alserkal Avenue 2024-11-17,Fuzheado,person,https://commons.wikimedia.org/wiki/User:Fuzheado,Wikimedia Commons,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,public_domain,Cropped and resized for web display.,2026-08-13,Metadata verified from the Wikimedia Commons API.
alserkal-02.jpg,Alserkal Avenue Christina Pravi,Pravichris,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
globalvillage-01.jpg,,,,,Global Village,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
globalvillage-02.jpg,,,,,Global Village,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
globalvillage-03.jpg,,,,,Global Village,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
globalvillage-04.jpg,,,,,Global Village,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
artemarket-01.jpg,,,,,ARTE,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
artemarket-02.jpg,,,,,ARTE,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
greenplanet-01.jpg,Green Planet Tree & Waterfall,WikiSilky,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
greenplanet-02.jpg,Picture of Toucan taken at green planet,Lintophilip,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
greenplanet-03.jpg,Green Planet Tree & Bridge,WikiSilky,person,,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
comptoir-01.jpg,,,,,Comptoir 102,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
comptoir-02.jpg,,,,,Comptoir 102,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
flipside-01.jpg,"Sonic Boom record store interior, Toronto 2026",Chicken4War,person,https://commons.wikimedia.org/wiki/User:Chicken4War,Wikimedia Commons,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,creative_commons,Cropped and resized for web display. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
flipside-02.jpg,Vinyl collection at a record store (Unsplash),Mr Cup / Fabien Barral iammrcup,person,https://unsplash.com/@iammrcup,Wikimedia Commons,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,public_domain,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
theedit-01.jpg,Man examines clothing in a boutique while shopping for fashionable attire in a trendy store setting,Shixart1985,person,https://commons.wikimedia.org/wiki/User:Shixart1985,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Cropped and resized for web display.,2026-08-13,Metadata verified from the Wikimedia Commons API.
theedit-02.jpg,,,,,The Edit Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
ibnbattuta-01.jpg,Ibn Bathutha Mall of Dubai,Challiyil Eswaramangalath Pavithran Vipin,person,,Wikimedia Commons,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,creative_commons,Cropped and resized for web display. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
ibnbattuta-02.jpg,Ibn Battuta Mall on 2 June 2007 Pict 1,Imre Solt,person,https://commons.wikimedia.org/wiki/Category:Images_by_Imre_Solt,Wikimedia Commons,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
fashionavenue-01.jpg,,,,,The Dubai Mall,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
fashionavenue-02.jpg,,,,,The Dubai Mall,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
fashiondome-01.jpg,"Mall of the Emirates, Dubai (8973609608)","Fabio Achilli from Milano, Italy",person,https://www.flickr.com/people/63503049@N03,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Cropped and resized for web display.,2026-08-13,Metadata verified from the Wikimedia Commons API.
fashiondome-02.jpg,P1000559 (5768342895),krebsmaus07,person,https://www.flickr.com/people/13891036@N07,Wikimedia Commons,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,creative_commons,Resized for web display and shown with responsive cropping.,2026-08-13,Metadata verified from the Wikimedia Commons API.
outletvillage-01.jpg,,,,,United Al Saqer Group,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
outletvillage-02.jpg,,,,,United Al Saqer Group,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
